Image_Number,Master_Run_Number,PC_Time,GPS_Time,UTC_Time,Pressure(hPa),North(mm),East(mm),Down(mm),Distance(mm),H_RTK_Accuracy(mm),V_RTK_Accuracy(mm),N_SATS_RTK,Flags,Latitude(deg),Longitude(deg),Height(m),H_Accuracy(mm),V_Accuracy(mm),N_Sats
37,41,2021-08-06 16:28:37.433916,2021-08-06 08:28:54.700000,2021-8-6 8:28:36.699999917,1300,972,-3258,-1025,3551.0523792250656,95,143,15,4,1.2847212436514837,103.81164626877106,38.77395300542495,1381,2488,15
37,41,2021-08-06 16:28:37.531860,2021-08-06 08:28:54.800000,2021-8-6 8:28:36.799999922,1300,936,-3209,-993,3487.09420578223,113,170,15,4,1.2847209240050252,103.81164681099267,38.750796068177664,1298,2353,15
37,41,2021-08-06 16:28:37.621588,2021-08-06 08:28:54.900000,2021-8-6 8:28:36.899999922,1300,894,-3162,-997,3433.873760055835,92,145,15,4,1.2847205518686446,103.81164732053124,38.760635230472445,1287,2355,15
37,41,2021-08-06 16:28:37.897973,2021-08-06 08:28:55.000000,2021-8-6 8:28:36.999999922,1300,856,-3120,-992,3383.962174729499,106,170,15,4,1.2847202074952764,103.81164779907417,38.758443188589425,1260,2327,15
37,41,2021-08-06 16:28:37.913980,2021-08-06 08:28:55.100000,2021-8-6 8:28:37.099999922,1300,810,-3069,-999,3327.5910205432397,119,194,15,4,1.2847198091608203,103.81164833498032,38.760694159304826,1228,2286,15
37,41,2021-08-06 16:28:37.925020,2021-08-06 08:28:55.200000,2021-8-6 8:28:37.199999921,1300,765,-3016,-989,3264.904592786748,89,147,15,4,1.284719372812231,103.81164884151097,38.743072589061626,1244,2334,15
37,41,2021-08-06 16:28:38.027994,2021-08-06 08:28:55.300000,2021-8-6 8:28:37.299999921,1300,708,-2972,-974,3206.668676368047,83,142,15,4,1.284718851094286,103.81164929353538,38.726319981779916,1252,2368,15
37,41,2021-08-06 16:28:38.127314,2021-08-06 08:28:55.400000,2021-8-6 8:28:37.399999920,1300,641,-2951,-974,3173.0045698044623,73,122,15,4,1.284718242708015,103.81164961238223,38.730801547798045,1202,2289,15
38,42,2021-08-06 16:28:38.256904,2021-08-06 08:28:55.500000,2021-8-6 8:28:37.499999920,1300,585,-2912,-993,3131.7755347406364,73,123,15,4,1.2847177284013667,103.81165004733916,38.75909105595768,1220,2341,15
38,42,2021-08-06 16:28:38.326271,2021-08-06 08:28:55.600000,2021-8-6 8:28:37.599999919,1300,518,-2877,-1002,3090.21957148679,70,122,15,4,1.2847170636407206,103.81165045316176,38.78637795231861,1249,2415,15
38,42,2021-08-06 16:28:38.425254,2021-08-06 08:28:55.700000,2021-8-6 8:28:37.699999919,1300,441,-2839,-1013,3046.40296087041,72,129,15,4,1.2847163805752664,103.81165094585205,38.81334488958273,1232,2400,15
38,42,2021-08-06 16:28:38.633808,2021-08-06 08:28:55.800000,2021-8-6 8:28:37.799999919,1300,377,-2794,-1006,2993.4262977397657,87,158,15,4,1.2847157574088315,103.8116514556964,38.814971273641284,1180,2325,15
38,42,2021-08-06 16:28:38.640824,2021-08-06 08:28:55.900000,2021-8-6 8:28:37.899999925,1300,311,-2746,-1006,2940.964637665676,85,156,15,4,1.284715119122539,103.8116519995271,38.82929716305215,1180,2350,15
38,42,2021-08-06 16:28:38.866956,2021-08-06 08:28:56.000000,2021-8-6 8:28:37.999999925,1300,259,-2676,-1037,2881.5665878129557,68,120,15,4,1.2847145583134716,103.81165246824285,38.83480544630245,1243,2485,15
38,42,2021-08-06 16:28:38.872943,2021-08-06 08:28:56.100000,2021-8-6 8:28:38.099999925,1300,199,-2610,-1041,2816.9810081006935,65,114,15,4,1.2847139809507873,103.81165299908656,38.81845219025459,1247,2503,15
38,42,2021-08-06 16:28:38.923921,2021-08-06 08:28:56.200000,2021-8-6 8:28:38.199999925,1300,154,-2527,-1033,2734.325145259795,77,136,15,4,1.28471358101749,103.81165373996265,38.801509699805656,1185,2387,15
38,42,2021-08-06 16:28:39.023732,2021-08-06 08:28:56.300000,2021-8-6 8:28:38.299999925,1300,117,-2435,-1054,2655.904742267689,107,169,15,4,1.284713209782047,103.81165443034153,38.79822813928508,1342,2704,15
38,42,2021-08-06 16:28:39.111126,2021-08-06 08:28:56.400000,2021-8-6 8:28:38.399999925,1300,94,-2371,-1045,2592.778818179445,72,115,15,4,1.2847129616913024,103.81165495998836,38.780739416069885,1342,2707,15
38,42,2021-08-06 16:28:39.248720,2021-08-06 08:28:56.500000,2021-8-6 8:28:38.499999925,1300,62,-2313,-1037,2535.583167636195,63,101,15,4,1.284712611944647,103.81165539561813,38.758174906873265,1273,2571,15
38,42,2021-08-06 16:28:39.315501,2021-08-06 08:28:56.600000,2021-8-6 8:28:38.599999924,1300,37,-2217,-1058,2456.7909964016067,94,151,15,4,1.284712362066718,103.81165628454374,38.78606307266309,1278,2583,15
38,42,2021-08-06 16:28:39.414613,2021-08-06 08:28:56.700000,2021-8-6 8:28:38.699999924,1300,32,-2132,-1044,2374.1069900069792,76,121,15,4,1.284712310857781,103.81165708936504,38.782498834508885,1176,2364,15
38,42,2021-08-06 16:28:39.521748,2021-08-06 08:28:56.800000,2021-8-6 8:28:38.799999924,1300,32,-2072,-1000,2300.9146007620534,109,173,15,4,1.28471230913424,103.81165789627484,38.7898335958094,1391,2801,15
38,42,2021-08-06 16:28:39.598325,2021-08-06 08:28:56.900000,2021-8-6 8:28:38.899999924,1300,42,-2005,-992,2237.3763652993207,102,163,15,4,1.284712347231497,103.81165871208526,38.8252234488015,1237,2496,15
38,42,2021-08-06 16:28:39.921180,2021-08-06 08:28:57.000000,2021-8-6 8:28:38.999999929,1300,60,-1907,-1018,2162.538554569606,96,155,15,4,1.2847124603006246,103.81165963633097,38.87216060239932,1170,2356,15
38,42,2021-08-06 16:28:39.928158,2021-08-06 08:28:57.100000,2021-8-6 8:28:39.099999929,1300,94,-1857,-989,2106.0403604869493,101,163,15,4,1.2847127347598912,103.81166017313654,38.867768117495764,1006,2021,15
38,42,2021-08-06 16:28:39.932116,2021-08-06 08:28:57.200000,2021-8-6 8:28:39.199999929,1300,135,-1816,-967,2061.836559962986,104,167,15,4,1.284713062326821,103.81166062032607,38.86315384965235,1053,2110,15
38,42,2021-08-06 16:28:39.996109,2021-08-06 08:28:57.300000,2021-8-6 8:28:39.299999929,1300,182,-1759,-941,2003.1689893765829,105,167,15,4,1.2847134276638903,103.81166121466535,38.859455893888715,1155,2309,15
38,42,2021-08-06 16:28:40.085105,2021-08-06 08:28:57.400000,2021-8-6 8:28:39.399999929,1300,221,-1702,-945,1959.2524084456295,99,159,15,4,1.284713751578742,103.81166185866145,38.88593108880257,1164,2323,15
38,42,2021-08-06 16:28:40.247776,2021-08-06 08:28:57.500000,2021-8-6 8:28:39.499999929,1300,254,-1649,-971,1930.4294858916758,120,198,15,4,1.2847140095492464,103.81166242851097,38.92358024475809,1240,2470,15
39,43,2021-08-06 16:28:40.323176,2021-08-06 08:28:57.600000,2021-8-6 8:28:39.599999929,1300,288,-1588,-990,1893.3536383887717,117,198,14,4,1.2847142309636976,103.8116629802364,38.93454324784747,1276,2541,15
39,43,2021-08-06 16:28:40.416229,2021-08-06 08:28:57.700000,2021-8-6 8:28:39.699999929,1300,320,-1528,-997,1852.3479694700993,119,203,14,4,1.2847145510118065,103.81166379309953,38.97201547545116,1351,2700,15
39,43,2021-08-06 16:28:40.604694,2021-08-06 08:28:57.800000,2021-8-6 8:28:39.799999928,1300,365,-1455,-999,1802.2904871301962,117,199,14,4,1.2847148777045037,103.81166440968295,38.97208712146083,1192,2368,15
39,43,2021-08-06 16:28:40.614666,2021-08-06 08:28:57.900000,2021-8-6 8:28:39.899999928,1300,409,-1393,-1000,1762.875491916545,113,192,14,4,1.284715238190806,103.81166497979669,38.98355868882994,1205,2381,15
39,43,2021-08-06 16:28:40.870144,2021-08-06 08:28:58.000000,2021-8-6 8:28:39.999999928,1300,468,-1328,-1021,1739.2667995451416,115,197,15,4,1.28471571421453,103.8116654894429,39.010692188431705,1289,2536,15
39,43,2021-08-06 16:28:40.875149,2021-08-06 08:28:58.100000,2021-8-6 8:28:40.099999932,1300,530,-1278,-1031,1725.4405234606031,112,192,15,4,1.2847162086863726,103.81166587453114,39.02845272216581,1305,2558,15
39,43,2021-08-06 16:28:40.915503,2021-08-06 08:28:58.200000,2021-8-6 8:28:40.199999932,1300,583,-1226,-1044,1712.5714583631247,108,184,15,4,1.2847166394267504,103.81166622519237,39.047128695088375,1256,2451,15
39,43,2021-08-06 16:28:40.996484,2021-08-06 08:28:58.300000,2021-8-6 8:28:40.299999932,1300,632,-1150,-1052,1681.8525500173907,108,181,15,4,1.2847170407165958,103.81166679589249,39.05057198740159,1195,2323,15
39,43,2021-08-06 16:28:41.121043,2021-08-06 08:28:58.400000,2021-8-6 8:28:40.399999932,1300,663,-1083,-1041,1641.9923873148743,98,165,15,4,1.284717288565717,103.81166734000969,39.05151777746847,1198,2320,15
39,43,2021-08-06 16:28:41.245243,2021-08-06 08:28:58.500000,2021-8-6 8:28:40.499999932,1300,681,-1000,-1063,1610.5061316244655,95,160,15,4,1.2847174141998015,103.811668040622,39.08570048040484,1236,2385,15
39,43,2021-08-06 16:28:41.319834,2021-08-06 08:28:58.600000,2021-8-6 8:28:40.599999931,1300,680,-921,-1075,1570.4349715922656,102,173,15,4,1.284717388512414,103.81166871513115,39.10527104390673,1259,2422,15
39,43,2021-08-06 16:28:41.423785,2021-08-06 08:28:58.700000,2021-8-6 8:28:40.699999931,1300,671,-854,-1080,1531.6517228142957,87,148,15,4,1.2847172984388309,103.81166931015275,39.122120874563755,1167,2238,15
39,43,2021-08-06 16:28:41.520051,2021-08-06 08:28:58.800000,2021-8-6 8:28:40.799999931,1300,665,-760,-1103,1495.4711632124506,95,162,15,4,1.2847172255585269,103.81167015908541,39.15550560375858,1174,2243,15
39,43,2021-08-06 16:28:41.620851,2021-08-06 08:28:58.900000,2021-8-6 8:28:40.899999931,1300,646,-700,-1096,1452.0785102741518,90,153,15,4,1.2847170276841533,103.81167071913957,39.162746526514,1156,2202,15
39,43,2021-08-06 16:28:41.867399,2021-08-06 08:28:59.000000,2021-8-6 8:28:40.999999931,1300,625,-661,-1093,1422.0390290002592,95,162,15,4,1.2847168160217173,103.81167111894754,39.17050566545721,1254,2384,15
39,43,2021-08-06 16:28:41.873369,2021-08-06 08:28:59.100000,2021-8-6 8:28:41.099999931,1300,609,-604,-1111,1403.5732969816718,105,149,15,4,1.2847165658315787,103.81167145195252,39.17965537106072,1226,2314,15
39,43,2021-08-06 16:28:41.917447,2021-08-06 08:28:59.200000,2021-8-6 8:28:41.199999932,1300,581,-569,-1136,1397.0748011470253,114,162,15,4,1.2847162851638856,103.81167171617287,39.19707247001621,1318,2469,15
39,43,2021-08-06 16:28:42.014640,2021-08-06 08:28:59.300000,2021-8-6 8:28:41.299999931,1300,555,-519,-1154,1381.702572915025,96,136,15,4,1.28471599331178,103.81167196832867,39.18759056196439,1303,2425,15
39,43,2021-08-06 16:28:42.118292,2021-08-06 08:28:59.400000,2021-8-6 8:28:41.399999931,1300,528,-487,-1135,1343.1969326945323,94,132,15,4,1.28471572110354,103.81167222013372,39.1644153646499,1318,2437,15
39,43,2021-08-06 16:28:42.244215,2021-08-06 08:28:59.500000,2021-8-6 8:28:41.499999931,1300,503,-465,-1119,1312.0194358316496,114,159,15,4,1.2847154781553156,103.8116724884727,39.15601998538047,1406,2587,15
40,44,2021-08-06 16:28:42.321957,2021-08-06 08:28:59.600000,2021-8-6 8:28:41.599999930,1300,474,-463,-1126,1306.4918675598406,113,157,15,4,1.284715218348639,103.81167254806984,39.16459525562411,1313,2402,15
40,44,2021-08-06 16:28:42.426197,2021-08-06 08:28:59.700000,2021-8-6 8:28:41.699999930,1300,454,-466,-1150,1321.2766553602619,113,157,15,4,1.28471500584797,103.81167253584493,39.1877883656524,1333,2424,15
40,44,2021-08-06 16:28:42.605132,2021-08-06 08:28:59.800000,2021-8-6 8:28:41.799999930,1300,433,-478,-1147,1315.8958925386157,121,168,15,4,1.2847147744801548,103.81167243145178,39.18290637830179,1366,2472,15
40,44,2021-08-06 16:28:42.626013,2021-08-06 08:28:59.900000,2021-8-6 8:28:41.899999929,1300,413,-490,-1140,1307.772533738188,130,181,15,4,1.2847145115027698,103.81167227956176,39.17813886710637,1402,2524,15
40,44,2021-08-06 16:28:42.864065,2021-08-06 08:29:00.000000,2021-8-6 8:28:41.999999929,1300,391,-504,-1117,1286.3071172935333,147,201,15,4,1.284714226548471,103.81167210522251,39.155211812077724,1459,2614,15
40,44,2021-08-06 16:28:42.870084,2021-08-06 08:29:00.100000,2021-8-6 8:28:42.099999929,1300,338,-514,-1133,1289.2358201663496,167,229,15,4,1.2847136892081255,103.81167198728348,39.16773780141496,1430,2544,15
40,44,2021-08-06 16:28:42.931436,2021-08-06 08:29:00.200000,2021-8-6 8:28:42.199999929,1300,307,-540,-1148,1305.278897400858,175,239,15,4,1.2847132612597365,103.81167160197299,39.17370787828891,1376,2473,15
40,44,2021-08-06 16:28:43.028225,2021-08-06 08:29:00.300000,2021-8-6 8:28:42.299999931,1300,314,-549,-1164,1324.7237447860591,177,246,15,4,1.2847131295366165,103.8116714298454,39.18928291124306,1263,2292,15
40,44,2021-08-06 16:28:43.129167,2021-08-06 08:29:00.400000,2021-8-6 8:28:42.399999931,1300,283,-560,-1155,1314.4253497251184,177,246,15,4,1.284712812002392,103.81167150207304,39.21599577984951,1239,2283,15
40,44,2021-08-06 16:28:43.192979,2021-08-06 08:29:00.500000,2021-8-6 8:28:42.499999931,1300,240,-561,-1139,1292.146276549215,155,229,15,4,1.2847123435605712,103.81167162042354,39.239519968582684,1260,2353,15
40,44,2021-08-06 16:28:43.326420,2021-08-06 08:29:00.600000,2021-8-6 8:28:42.599999931,1300,222,-564,-1143,1293.7654346905392,145,221,15,4,1.2847122020840058,103.81167173187272,39.26804772362417,1263,2391,15
40,44,2021-08-06 16:28:43.429149,2021-08-06 08:29:00.700000,2021-8-6 8:28:42.699999931,1300,203,-582,-1156,1310.0645022288024,139,217,15,4,1.2847120253234072,103.81167167638172,39.30167065181325,1249,2393,15
40,44,2021-08-06 16:28:43.526394,2021-08-06 08:29:00.800000,2021-8-6 8:28:42.799999931,1300,194,-604,-1137,1302.0065284014515,141,226,15,4,1.2847118742379047,103.8116715023028,39.29193293140369,1304,2529,15
40,44,2021-08-06 16:28:43.622138,2021-08-06 08:29:00.900000,2021-8-6 8:28:42.899999930,1300,184,-618,-1148,1316.6943457006262,132,216,15,4,1.2847116558592295,103.81167133642148,39.313653539663306,1228,2407,15
40,44,2021-08-06 16:28:43.833573,2021-08-06 08:29:01.000000,2021-8-6 8:28:42.999999930,1300,178,-615,-1146,1312.7166487860204,133,221,15,4,1.2847114734743743,103.81167130931047,39.324308137457045,1203,2382,15
40,44,2021-08-06 16:28:43.841552,2021-08-06 08:29:01.100000,2021-8-6 8:28:43.099999930,1300,167,-608,-1159,1319.4066848398184,135,227,15,4,1.2847112135633878,103.81167127836933,39.355867836719106,1242,2485,15
40,44,2021-08-06 16:28:43.920085,2021-08-06 08:29:01.200000,2021-8-6 8:28:43.199999930,1300,154,-606,-1151,1309.867550556162,125,213,15,4,1.2847109691348426,103.81167120044118,39.36048140361686,1131,2282,15
40,44,2021-08-06 16:28:44.025292,2021-08-06 08:29:01.300000,2021-8-6 8:28:43.299999931,1300,149,-609,-1149,1308.9243675629239,115,197,15,4,1.2847108134843626,103.81167106679463,39.36432898101723,1080,2199,15
40,44,2021-08-06 16:28:44.125230,2021-08-06 08:29:01.400000,2021-8-6 8:28:43.399999934,1300,158,-602,-1149,1306.7398363867233,112,194,15,4,1.2847107665957562,103.81167100558132,39.37465906207978,1047,2150,15
40,44,2021-08-06 16:28:44.243188,2021-08-06 08:29:01.500000,2021-8-6 8:28:43.499999934,1300,167,-598,-1156,1312.1848192994767,112,195,15,4,1.2847107871619659,103.81167096806578,39.370486603093106,974,2015,15
41,45,2021-08-06 16:28:44.325999,2021-08-06 08:29:01.600000,2021-8-6 8:28:43.599999935,1300,171,-596,-1156,1311.7899984372498,115,202,15,4,1.284710739604116,103.81167092619765,39.36255770245179,927,1933,15
41,45,2021-08-06 16:28:44.421759,2021-08-06 08:29:01.700000,2021-8-6 8:28:43.699999935,1300,175,-595,-1157,1312.7448343071094,111,196,15,4,1.2847107124903578,103.81167082441638,39.346026236354334,964,2023,15
41,45,2021-08-06 16:28:44.620023,2021-08-06 08:29:01.800000,2021-8-6 8:28:43.799999935,1300,183,-594,-1158,1314.2636721754125,112,200,15,4,1.284710720939439,103.81167074555258,39.33576728931884,940,1986,15
41,45,2021-08-06 16:28:44.626663,2021-08-06 08:29:01.900000,2021-8-6 8:28:43.899999935,1300,190,-590,-1160,1315.2186130069783,113,203,15,4,1.2847106954441903,103.81167065135952,39.322452781454864,1000,2125,15
41,45,2021-08-06 16:28:44.883287,2021-08-06 08:29:02.000000,2021-8-6 8:28:43.999999936,1300,202,-585,-1162,1316.5382637811938,111,200,15,4,1.284710734720229,103.8116706140367,39.31143959457456,959,2050,15
41,45,2021-08-06 16:28:44.899238,2021-08-06 08:29:02.100000,2021-8-6 8:28:44.099999936,1300,206,-582,-1167,1320.2458104459186,112,204,15,4,1.2847107050809814,103.8116705493876,39.306983371484755,959,2061,15
41,45,2021-08-06 16:28:44.921623,2021-08-06 08:29:02.200000,2021-8-6 8:28:44.199999936,1300,211,-573,-1168,1317.9810317299714,110,200,15,4,1.2847107108113878,103.8116705872978,39.29935599910553,946,2043,15
41,45,2021-08-06 16:28:45.026238,2021-08-06 08:29:02.300000,2021-8-6 8:28:44.299999936,1300,216,-569,-1169,1317.9446118862506,151,247,15,4,1.2847107690927815,103.81167068190206,39.2897813147389,960,2084,15
41,45,2021-08-06 16:28:45.130351,2021-08-06 08:29:02.400000,2021-8-6 8:28:44.399999937,1300,216,-559,-1160,1305.6557739312457,105,172,15,4,1.2847108768487192,103.81167075353405,39.285060105299586,1194,2603,15
